review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
3.0,9 Apr 2023,Good envt to learn,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75331594.htm,Apprentice,"Current intern, less than 1 year",,,Ghaziabad,learning possibilities innovative RnD project,salary not on time . food,Show more
1.0,10 May 2023,Overall worst experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76283957.htm,Quality engineer,"Former intern, more than 1 year",,,Bengaluru,Nothing was best i didn't learn anything,Very worst employees They are treating trainees has their slaves Security peoples are very worst,Show more
4.0,25 Feb 2023,Good place to apply concepts of networks and electronics.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73982247.htm,Vocational trainee,"Former intern, less than 1 year",,,Kotdwāra,Most are helpful towards juniors. Get to learn a lot.,Unit is small as compared to BEL Banglore and BEL Ghaziabad. Also departments are less in numbers.,Show more
5.0,11 Apr 2023,review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75393589.htm,Intern,Former intern,good learning experience nice experience,no cons good work environment,Bengaluru,,,
5.0,4 Apr 2023,Great Project Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75183027.htm,Unpaid practical trainee,"Former intern, less than 1 year","Helpful staff, cooperative, interesting projects",none that I can think of,Ghaziabad,,,
5.0,21 Mar 2023,Mechanical engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74752181.htm,Graduate engineering trainee get,"Current intern, more than 1 year",,,Bengaluru,Best place to work and very supportive staff,Not much bad about the company,Show more
4.0,20 Mar 2023,RF & Microwave in Defence Electronics,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74713751.htm,Senior engineer,Current employee,Very good learning. Practical experience in detail.,Tough work locations anywhere in India.,,,,
4.0,3 Apr 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW75135672.htm,Graduate apprentice trainee,"Former intern, less than 1 year",Great opportunity for learn new,I don't want to share thing's,Machilipatnam,,,
4.0,18 Mar 2023,Handling accounts,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74651176.htm,Accounts officer,Current employee,Work life balance is good,less rate of growth compared to other companies for the same role,,,,
5.0,27 Mar 2023,GET at BEL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74915594.htm,Graduate engineer trainee,"Former intern, less than 1 year",good working culture and environment,nothing found as of now,Bengaluru,,,
5.0,19 Mar 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74666653.htm,Mechanical design engineer,Former contractor,work environment is very good,monday to saturday is working . Rest of all are good,Bengaluru,,,
1.0,16 May 2023,Not good for contractual emoloyee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW76467998.htm,Project engineer,"Current contractor, more than 3 years",Not that much work load,Salary and behaviour of permanent employee towards contract employee,Ghaziabad,,,
4.0,5 Mar 2023,Nice company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74212517.htm,Manager,"Current employee, more than 10 years",,,Hyderābād,Good electronics company with scope for development,High work pressure. No work life balance.basics are left.,Show more
4.0,17 Oct 2022,Training,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW70212447.htm,Graduate apprenticeship trainee,"Former intern, more than 1 year",,,,It is best to work as a permanent employee.,If we join as a Trainee they will only allot to the department based on our Engg stream . This will be the worst decision made by them. They have to allot the Trainees based on the preference and their interest.,Show more
4.0,16 Mar 2023,Good place to learn,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74573050.htm,Project engineer,Current contractor,learning new things and environment is nice,working hours and shift duty,"Jodhpur, Rajasthan",,,
5.0,5 Mar 2023,Good to get exp,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74217019.htm,Trainee engineer,"Former contractor, more than 3 years",Good and best environment to acquire required industry skills,There is nothing to tell like cons,Bengaluru,,,
4.0,21 Mar 2023,Project Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74750911.htm,Project engineer,"Current contractor, more than 3 years",It's a PSU. Less pressure.,No cons as of now.,Bengaluru,,,
4.0,4 Feb 2023,You can learn a lot,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73322893.htm,Trainee engineer,"Current employee, more than 1 year",,,Bengaluru,Feel proud to be working at BEL as it is one of the public sector organisations which manufacturers defence equipments.,There should be few opportunities to get a permanent job,Show more
5.0,16 Jan 2023,Procurement trainee Engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW72659539.htm,Customer order engineer,Current contractor,,,,"Bharat electronics limited company is defence company i have worked in naval system, worked on coastal surveillance system project",This company serves best in all defence related products and election voting machines.,Show more
4.0,26 Oct 2022,Very good job from job security point of view.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW70504834.htm,Project manager,"Current employee, more than 10 years",,,,"Job security. Being a government company all the rules, like salary, employee benefits & facilities etc are well defined. Long term personal life can be planned based on salary and benefits from the company.","Average salary and benefits. Slow but consistent career and salary growth. More travelling within India (about 3to4 months in a year, based on customer or project requirement).",Show more
3.0,26 Jul 2022,Deputy engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW67185696.htm,Deputy engineer,"Former contractor, more than 1 year",,,Pune,"Work in defence sector on new defence technologies. 
Designs are mostly old and to be upgraded. 
If you feel proud to work for india, you will feel good.
Starting salary of a fresher is much better after 7th pay commission","Lots of cons
No recognition to your hard work
No overtime benefit
Lot of red tapism
Company want to follow on private sector culture on government rules. 
do not divide work equally. 
Some enjoy their government reservations. 
Efficient people's are exploited. 
Inefficient people enjoy their job security. 
Increments is just 3%
Even after 10 years of works you hardly reach 16-17 lakhs
Your subordinates and workers don't obey you.
It's very hard to take work from them and that's why output is very low.",Show more
5.0,24 Feb 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73952419.htm,Contract engineer,"Current employee, more than 3 years","Get to learn many things as a fresher like supervision,",office politics will be there,Salua,,,
5.0,16 Feb 2023,I am get experience in AUTOCAD architecture and Site supervision,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73681042.htm,Technical apprenticeship,Current contractor,Working for Impowering the nation,Impowering the nation is cons,,,,
5.0,16 Feb 2023,Best in terms of work life balance,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73684900.htm,Trainee finance officer,"Current intern, less than 1 year",More exposure in work Good work culture,No career growth Too strict,Bengaluru,,,
4.0,28 Feb 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW74049094.htm,Project engineer,"Current contractor, more than 1 year",,,"Benga, Bandundu","Good work, knowledge enhancement, good",None as such cons i can mention,Show more
3.0,4 Dec 2022,Very hectic schedule,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW71600515.htm,Dy general manager - it,"Current employee, more than 10 years",,,,Good for permanent employees. Good working place,No proper and structured training and career development programmes,Show more
2.0,12 Jan 2023,Not Recommended if you are highly passionate about development roles,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW72582811.htm,Deputy engineer,"Former employee, more than 1 year",,,,"Permanent work, Less Stress, 9-5 job, not so serious about project deadlines","Old technology, Rigid senior managers, Will make you lazy",Show more
4.0,16 Feb 2023,Review,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73688852.htm,Trainee engineer,Current contractor,Good company to work here and work environment is good,All over India exam is to be taken,Bengaluru,,,
2.0,31 Jan 2023,LearSoftware Development with,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73156603.htm,Graduate apprenticeship trainee,"Current employee, less than 1 year",,,Bengaluru,Good learning of C++ using Qt. Good Exploration of Simulators.,The team has stolen my code using the Anti-Submarine War simulator.,Show more
5.0,15 Feb 2023,Trainee,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73660798.htm,Graduate trainee,"Former intern, more than 1 year",Good Knowledge Supportive Team Good Food,No late shift No outgoing No phones,Bengaluru,,,
4.0,1 Feb 2023,Senior engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73205253.htm,Senior engineer,Current employee,Good work experience and new technologies,Low Salary hike and not much cons,Bengaluru,,,
4.0,5 Feb 2023,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW73340831.htm,Deputy engineer,"Current employee, more than 1 year",Good company overall and better location,Timing can be kept flexible,,,,
4.0,10 Jan 2023,Good place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW72482381.htm,Senior management trainee,"Former contractor, less than 1 year",- great medical insurance coverage - good company if you want to stay long term,- 6 day work week,,,,
5.0,16 Jan 2023,overall good experience till date,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW72663964.htm,Management industrial trainee,"Current intern, less than 1 year",Friendly environment & no pressure,No cons in this company extremely good for career development,,,,
2.0,6 Jan 2023,Ok ok,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW72385356.htm,Deputy manager,"Current employee, more than 10 years",,,Ghaziabad,Sarkari company. Average Salary for starting.,Biased decisions on promotions. Individual performance restricted by the ego of the senior managers.,Show more
5.0,23 Nov 2022,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW71351328.htm,Senior engineer,"Former employee, more than 3 years",,,,Learnings Challenging Environment Stability Working for nation building,Travel to remote locations Office politics Few Managers are obsolete and the few smart fellows taking advantage of this,Show more
3.0,1 Dec 2022,Time is not valued,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW71544116.htm,Member(research staff),"Former employee, more than 3 years",,,Bengaluru,"There are amazing people, who diligently do their work. Good place with nice club, sports facilities, hospital facility is nice.","Most of the people do pretend work, and you are expected to pretend to work.",Show more
4.0,23 Jan 2023,Nice,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW72921888.htm,Probationary engineer mechanical,Current employee,Some time extra hours just that,Same as pros just that,Bengaluru,,,
5.0,17 Nov 2022,To analyse the quality of units.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW71165863.htm,Quality analyst,"Former intern, less than 1 year",,,Erode,"It is a nice place to work. We can learn many new things regarding Electronics - Assembly, Quality and testing.",The workings environment is good and Employee's who working here will treat us as a friendly manner.,Show more
2.0,22 Dec 2022,Tuetle speed growth,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW72061272.htm,Deputy manager,"Current employee, more than 10 years",,,Ghaziabad,Sarkari Conventional workers will find working time to be good. 6/7 days working.,Extremely slow growth. Politics at extreme levels.,Show more
4.0,11 Jan 2023,Good place,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Electronics-RVW72513694.htm,Engineer,Former employee,Good environment to work in this company,There is no cons of this company,,,,
