"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"1.0","12 Oct 2016","Horrible and the worst organization to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW12276971.htm","Anonymous employee","Current employee","","","","No pros only cons....plz don't work with this bank","Everything is a con here","Show more"
"1.0","17 Dec 2019","Worst company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW30921522.htm","Anonymous employee","Current employee","","","","Work life is balanced","No opportunity for growth no proper internal control no proper management will ruine ur time","Show more"
"1.0","4 Sept 2021","Not good place","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW52081785.htm","Bdm","Current employee, less than 1 year","","","","Nothing good in not salary, not leave, work like Insurance agent no TA,","Low salary and work hard","Show more"
"1.0","8 Jan 2020","No Growth High Pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW31194881.htm","Sdm","Former employee, more than 3 years","some of the management people are good","Bank is only interested in selling insurance . No professionalism and late sitting if sales targets not met!","New Delhi","","",""
"1.0","10 Jul 2015","Just","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW7174124.htm","Anonymous employee","Former employee, more than 1 year","Big brand, part of a large business conglomerate","Ad hoc strategy and working style especially in retail branch banking. The rest of the organisation seems better","Mumbai","","",""
"1.0","31 Mar 2019","What to say","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW25432398.htm","Bde","Former employee, less than 1 year","","","Lucknow","Worst bank ever i seen in my life","Everything...they are illetrate and yes some are smart and intelligent but behave like slaves","Show more"
"1.0","19 Sept 2021","Much pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW52770196.htm","Branch manager","Current employee, more than 3 years","","","Lucknow","Nothing so good in this bank","No HR policies 
Very much work pressure specially for casa and insurance 
Poor management","Show more"
"1.0","12 May 2016","worst bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW10587506.htm","Associate sales manager","Former employee","nothing to say. banking product may be good to others.","worst ever banking environment. worst culture, worst sales pressure, worst behavioral by management","Raurkela","","",""
"1.0","5 Jun 2017","not a good place to work who wants to work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW15337618.htm","Anonymous employee","Former employee","","","","Lowest target.
No much work.
Good place to time pass","heavy pressure.
No source from the company.
Bad management system","Show more"
"1.0","17 Jul 2021","CSM","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW49897171.htm","Customer service manager (csm)","Current employee, less than 1 year","","","Pune","Working with the company was nothing to say good about it","Everything in the organisation is very bad and politics","Show more"
"1.0","9 Mar 2017","no base or portfolio given to RMs","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW14110207.htm","Srm","Current employee, less than 1 year","","","Mumbai","Friendly colleauges at the bank","IT systems and processes not as robust
Irate customers
extreme sales pressure","Show more"
"1.0","6 Jul 2017","Not worth to join","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW15772146.htm","Anonymous employee","Former employee, less than 1 year","Nothing good to rate it.","Short term plans,poor customer service,no infrastructure or adequate staff, no hr policies,career decline,poor culture","","","",""
"1.0","12 Dec 2020","Na","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW39404422.htm","Anonymous employee","Former employee, more than 1 year","","","","Good learning expeirece for fresher's.","Lot of politics. Bad pay no increments and very less bonus","Show more"
"1.0","18 Apr 2021","Pathetic","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW45689177.htm","Service delivery manager","Former employee, less than 1 year","","","Mani Mājra, Chandigarh","Nothing at all no pros","No work life balance , rude managers , politics","Show more"
"1.0","22 Jul 2015","Customer service manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW7312430.htm","Customer service manager","Former employee, more than 1 year","Nothing interesting or wrong to motivate to work","Pressure mounts without any training amd guidance","Mumbai","","",""
"1.0","8 Dec 2016","MANAGER","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW12934472.htm","Manager","Former employee, less than 1 year","","","","NOTHING SEEMS TO BE PROS except for hike","Attrition rate is so high
no body wants to work here.no work culture","Show more"
"1.0","14 Jun 2017","Service Delivery manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW15471115.htm","Operations manager","Current employee, more than 3 years","","","Pune","Don't have any best reasons","Limited growth and slow process","Show more"
"1.0","19 May 2019","Worst timing and bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW26219559.htm","Anonymous employee","Former employee, more than 5 years","","","Mumbai","Nothing good about the bank","Worst working culture with no respect only need sales.","Show more"
"1.0","8 Jul 2019","Not so friendly","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW27851697.htm","Relationship manager","Former employee, less than 1 year","Only if your branch manager is understanding it wont be so tough for you","Long hours of work","Mumbai","","",""
"1.0","26 Jan 2020","Associate manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW31511284.htm","Associate manager","Former employee, less than 1 year","","","","Good work culture , helpful people","Less salary, big time pressure in sales","Show more"
"1.0","26 Apr 2020","They dont care the safety of emoloyee","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW32889170.htm","Relationship manager","Former employee, less than 1 year","Colleague and boss always helpful and reachable","Product and safety during COVID 19 lockdown","Mumbai","","",""
"1.0","7 Aug 2020","About bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW34698419.htm","Budiness development manager","Former employee, less than 1 year","Worst bank ever.This is not a bank actually this is just a shop.","Nothing is good in this bank","Gurgaon, Haryana","","",""
"1.0","14 Aug 2020","Trainee at Indusind bank","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW34923647.htm","Management trainee","Former employee, less than 1 year","","","Pune","Brand so it is good and good colleagues","Work pressure and less salary","Show more"
"1.0","24 Sept 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW53030107.htm","Sales manager","Current employee","","","Chandigarh","Service not ok for employee also","Not ok for employee 2 days waiver not given","Show more"
"1.0","22 Nov 2021","Worst company tp work for","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW55700753.htm","Service delivery manager","Former employee","Nothing. It was a nightmare","Branch managers treat you very badly . No respect to employees.","","","",""
"1.0","2 May 2015","Not apt for experienced ppl.","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW6497721.htm","Management trainee","Former employee, less than 1 year","Location of your choice. That's it.","HR system, Low pay , lacks transparency.","","","",""
"1.0","31 Oct 2017","Dubious job description was provided","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW17662313.htm","Anonymous employee","Former employee","","","","There is nothing nice to say about it.","Dubious job description was provided","Show more"
"1.0","26 Jul 2016","CSM","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW11358450.htm","Customer service manager","Current employee","","","Bengaluru","*Compensation is good but no job satisfaction.","*No work life balance
*No employee Friendly
*Full sales pressure","Show more"
"1.0","2 Aug 2019","Key Account Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW28402980.htm","Anonymous employee","Former employee","","","","Nothing good about this bank","Worst bank ever to work","Show more"
"1.0","12 Sept 2019","Lot of pressure at work","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW29184966.htm","Deputy manager","Former employee, more than 1 year","No best reason lot of sales pressure","Lot of pressure, no respect for employees","Bengaluru","","",""
"1.0","1 Dec 2019","Tons of pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-IndusInd-Bank-RVW30641677.htm","Anonymous employee","Current employee","","","","Nothing as such which can be appreciated","Tons of Pressure
No time for self","Show more"
