"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"4.0","7 Aug 2024","Good for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW89893047.htm","Assistant manager","Current employee, more than 3 years","Angul","","","","Good salary and opportunities for the freshers","Plant location, no life after work, need to go bbsr for party"
"3.0","8 Aug 2024","Amazing work experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW89917315.htm","Intern","Current intern, less than 1 year","Raigarh","Helpful staff
Wide spread work exposure","Food is not good
accommodation does not have proper arrangements for insects","Show more","",""
"5.0","11 Aug 2024","great","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW89987735.htm","Internship","Current intern","","","","","learning experience and enough training opportunities","no accountability in the work"
"4.0","4 Aug 2024","Best environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW89771453.htm","Junior engineer mechanical","Current employee, less than 1 year","Vadodara","Good salary, good working environment","Work load, timings, canteen facilities, transfer","Show more","",""
"2.0","7 Aug 2024","work conditions","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW89858481.htm","Fp&a manager","Current employee, more than 3 years","New Delhi","","","","Good work enviorment to work in","no growth much available there"
"5.0","25 Jul 2024","about JindalSteel and Power","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW89490922.htm","Graduate engineering trainee get","Current employee, more than 10 years","Patrātu","","","","Fully medical assistance provided by company if any accident took place .","Too many shifts to increase production."
"4.0","7 Jul 2024","Standard of life","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW88913119.htm","Assistant general manager","Former employee, more than 10 years","Raipur, Chhattisgarh","Good company, Work life balance is not good but all facilities are provided to employees such as own school, healthcare, entertainment and learning centre etc","Work life balance not too good. Job Uncertainty for Job security. Somewhat toxic workplace","Show more","",""
"5.0","29 Jul 2024","Ea","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW89608887.htm","Ea","Former intern, more than 1 year","Delhi Cantonment","Ea is v good 

They 
Are nice
Amazing
Fun
Haha","No cons as such, its fine","Show more","",""
"4.0","26 Jul 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW89515920.htm","Jr. manager","Former employee, more than 1 year","Angul","","","","Good work culture at place","Hard work iis reqd at work"
"4.0","8 Jul 2024","Good culture work style very high","https://www.glassdoor.co.in/Reviews/Employee-Review-Jindal-Steel-and-Power-RVW88930089.htm","Purches","Former employee, more than 5 years","Raigarh","work satisfaction and freedam for work","H R department all in all their","Show more","",""
