review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_location__E_Ine,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ
4.0,22 May 2020,Company is Good But the Management is Poor.,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW33309400.htm,Assistant sales manager,"Current employee, more than 1 year","Jagādhri, Haryana","- Good Salary
- Good Growth","- Work Life Balance ( They can call you over con call even at 12 in the mid night which can goes up to 2 AM)

- Can transfer you to any place with jus few days notice.",Show more
1.0,9 Nov 2020,No for IT people,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW38141106.htm,Technology manager,"Former employee, less than 1 year",Pune,"Good pay, but don't ruin your career","Not good for IT professional, if you worked in IT company you won't be able to survive here 
1. Abusing environment
2. long working hours
3. No planning without planning and requirement gathering you have to start development 
4. they told you to learn your own and you will find nothing to learn even you youtube will not open
5. Work life balance is nothing here
5. six working days culture
6. No buddy will help you if you will stuck, because everybody running for their traget",Show more
3.0,22 Apr 2021,"The groups and politics within in ZSM,RSM other parties are destroying Bajaj Finserv",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW45889415.htm,Assistant manager consumer durable finance,"Former employee, more than 1 year",Egra,Good support from the HO operations,"No support from senior managers, RsM/ZSM towards Assistant Managers who are actually working on ground, getting things done, and taking the branches allocated to him to their desired position by achieving and over-achieving targets.",Show more
5.0,11 Oct 2012,Very good experience with Bajaj Finace,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW2037713.htm,Service executive,"Current employee, more than 1 year",Ahmedabad,Friendly Culture Career Opportunities Compensation & Benefits Work/Life Balance Senior Management,"BFL’s capital profile is healthy, as reflected in its Tier I capital adequacy levels. The company’s capital adequacy ratio (CAR) stood at 21.2%, the highest among non-banking
financial companies (NBFCs) as on date. BFL’s healthy capitalisation enhances its ability to absorb.
potential losses in its portfolio.",Show more
3.0,10 Jun 2020,An employer in my view,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW33632830.htm,Senior area sales manager,"Current employee, more than 3 years",,An organisation which provides huge opportunities to individual to explore their own potential and develop skills. A fastest growing NBFC across the industry offering ample exposure to its employees to become better than what they started off with.,Every organisation has its own positives and negatives. Work life balance particularly for sales is one tough task to manage.,Show more
3.0,17 Aug 2021,"Good place to earn well, not the place if you are looking for work-life balance",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW51220090.htm,Manager,"Current employee, more than 3 years",Pune,"Organization provides handsome pay
Flexible working hours 
No log-in and log-out culture
Quarterly Incentives
Perks like foreign trips for top performers","No work-life balance
Should be available 24*7 for any work related stuff
Be ready to work on Sundays if your team/project requires you to, no concept of weekend off",Show more
5.0,22 Dec 2021,"Growth opportunities galore, best workplace for freshers",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW57015119.htm,Product manager,"Current employee, more than 1 year",Noida,"Continuous engagement with the board through town halls and confluencers
Young senior management, open to new ideas and approachable
DIY approach – helps learning and innovation
Goal achievements and successes are celebrated by the whole team","Very fast paced, catch up or lose it 
Open seating can become distracting",Show more
3.0,23 Sept 2017,"Good work experience handling home loan ,mortgage loan & unsecured loan only for professional .",https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW16981180.htm,Sales manager,"Current employee, more than 1 year",Chennai,"Pre approved basis , speedy process, effective policy with certain limitations . Focusing on professional .Providing speedy service at door steps",High work Pressure full & fully focus on target oriented .Some geo limitations is a little disadvantage,Show more
1.0,29 Oct 2021,Didnt get the payment for work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW54666489.htm,Data entry clerk,Current employee,Hyderābād,Bajaj finance is a leading company,They have taken work and didnt pay because they asked me to pay GST of 10000 first but I dont have that much of ammount and iam like worked hard and didnt get payment i asked them to deduct money from my salary but they were not agreed,Show more
5.0,7 Sept 2017,best organisation to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW16717606.htm,Credit manager,"Current employee, more than 1 year",Pune,"I have worked at axis bank HDFC bank Shriram Finance but BFL is the best workplace
Flexibility,Internal job portal","Sometime over pressure ,late night working",Show more
2.0,25 Jul 2018,Work as Sales Manager @Bajaj,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW21639411.htm,Anonymous employee,"Current employee, less than 1 year",Hyderābād,You will make hell lot of money.,"No time limit, have to work 16-17 hrs a day. Not for business actually but as a punishment for not getting the days target.",Show more
4.0,15 May 2019,Overall work culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW26156640.htm,Senior area manager,"Current employee, more than 5 years",Pune,"Excellent salary, flexible working hour (usually employee love to seat late and come late in morning)",Too much of work. Working on Sunday too .. targets are never meet hence working in Sunday and holiday are default. That why they pay handsome and hence company is doing great.,Show more
5.0,19 Jul 2020,Very nice company and very honest person is bajaj employees,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW34306853.htm,Anonymous employee,Current employee,Gonda,"Honesty good skill very cream work
And bajaj company is very helpful all employees seniors and juniors employees","Bajaj all employees is honest and good person and good gentalman
And all employees is saport junior employees",Show more
2.0,13 Dec 2021,About work life,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW56641641.htm,Credit operations,"Former employee, more than 3 years",,Salary hike hight for high levels,"Salary hike low to lower level employees 
Work life is not at all good. We should work irrespective of timings. We need attend office in sundays. We shouldn't expect holidays. I should give zero rating to work life",Show more
4.0,4 Oct 2017,Product head for customer segment based proposition designing,https://www.glassdoor.co.in/Reviews/Employee-Review-Bajaj-Finance-RVW17166365.htm,National head,"Current employee, more than 5 years",Haveli,"Good pay masters, internal job rotation is free and considered widely as an overall development, very strong management team, management bandwidth across new projects","Extremely high pressure environment but will teach you to develop winning skill sets, lesser public holidays through the year, poor quality of food at the cafeterias",Show more
