"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"2.0","16 Aug 2019","Area sales raipur","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW28664012.htm","Asm (area sales manager)","Current employee, less than 1 year","Raipur, Chhattisgarh","Company policy are good as designed by top level","Management is pathetic. They can play with ur job any time","Show more"
"5.0","29 Aug 2019","A very good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW28927470.htm","Anonymous employee","Former employee, more than 1 year","Mumbai","A very good place to work","The job is very demanding sometimes","Show more"
"3.0","26 Feb 2020","Not too much hustle","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW32077972.htm","Collections manager","Current employee, more than 5 years","North","","",""
"3.0","22 Sept 2020","Not for a fresher","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW36259719.htm","Associate ops","Former employee, more than 1 year","Gurgaon, Haryana","Nice environment
Outing
Learning
Some seniors are nice","Politics
Very low salary
Slow growth
Not recommend for a fresher as they want production machines with very low salary.","Show more"
"5.0","9 Dec 2020","Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW39311023.htm","Accounts assistant","Current employee","Chembur","","",""
"5.0","3 Jan 2021","Pre screening department","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW40041720.htm","Senior executive","Current employee, more than 5 years","Gurgaon, Haryana","Work culture company benefits and company policies","In monitory terms management should re think","Show more"
"5.0","23 Jan 2021","Fantastic Work Environment","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW41279155.htm","Asm (area sales manager)","Current employee, more than 1 year","Pune","Growth Opportunities and Work Environment is fantastic","As of now I can't find any cons","Show more"
"4.0","19 Feb 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW42777125.htm","Backoffice","Current employee","Aurangābād, Maharashtra","Office colleagues is very supportive 
Good environment.
Bank employees is also very supportive to achieve the goal.","Salary issues
No increment
Less growth chances
No other expenses given","Show more"
"3.0","14 Apr 2021","It’s ok ok for fresher","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW45487400.htm","Anonymous employee","Current employee","Ludhiana","U learn how to complete targets nd also marketing skills","Employees don’t get bonus as per their skills","Show more"
"5.0","14 Aug 2021","Pos machine sale","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW51137827.htm","Sales associate","Current employee, less than 1 year","Rewa, Madhya Pradesh","Sales in swaip machine esliye work","Help to bank and help to all team members","Show more"
"3.0","9 Sept 2021","Good for females","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52290674.htm","Executive","Current employee, more than 3 years","Gurgaon, Haryana","Good for females and who wants to stop in a single organization","Low hikes, poor work culture","Show more"
"3.0","23 Nov 2021","Good service","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW55758544.htm","Sales executive","Current employee, more than 1 year","Guna","","",""
"4.0","4 Dec 2021","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW56236423.htm","Collection manager","Current employee, more than 1 year","Pune","","",""
"1.0","3 Mar 2019","Profit obsessed management","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW24974313.htm","Assistant manager","Current employee, more than 1 year","Chennai","Nothing to mention.. avg BPO with bad infrastructure","After GE exited from management, Service oriented or People biased culture went out the window.. Now its only Profit by whatever means necessary, even if affects employee welfare.","Show more"
"3.0","2 Jun 2019","Summer intership","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW26433777.htm","Anonymous intern","Current intern, less than 1 year","","Work culture is great
Work load is manageable
Great people to learn from","No stipend in general, interaction with other team members is very less","Show more"
"5.0","28 Jul 2019","Good workplace with an eye to the future","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW28297169.htm","Senior manager","Current employee, more than 10 years","Gur Gram","Clear goals, goal oriented organization,","Time management, Adequate compensation, Infrastructure, Timeliness, Goals","Show more"
"5.0","25 Feb 2020","Secong Lageat Card issuer in Indian Market","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW32055200.htm","Anonymous employee","Current employee","","learning, developing, incentives, employee facilities,perks","time management, attrition, 6daysweek,higher targets","Show more"
"5.0","8 Mar 2020","I call to customer for overdue amount","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW32266540.htm","Collections representative","Current employee, more than 1 year","Gurgaon, Haryana","It is very growing organisation","Shift should be at 9","Show more"
"5.0","22 May 2020","A better company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW33310950.htm","Branch relationship executive","Current employee","Gurgaon, Haryana","Happy to be a part of sbi cards.","looking for more better chance","Show more"
"5.0","7 Jul 2020","Direct sales marketing...it's passion for me","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW34096193.htm","Executive team leader","Current employee, more than 1 year","Durgapur, West Bengal","Huge money oppertunity respect promotion","Service and backned very poor","Show more"
"4.0","24 Sept 2020","Good place to work and learn","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW36328940.htm","Anonymous employee","Current employee","","","",""
"3.0","14 Dec 2020","No","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW39450545.htm","Phone banking executive","Current employee","Guwahati","It is great to have experience and gain knowledge","I have learn many things from there","Show more"
"4.0","8 Mar 2021","Very Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW43668915.htm","Customer service executive","Former employee, more than 3 years","Gurgaon, Haryana","","",""
"4.0","21 Jul 2021","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50110457.htm","Senior manager, operations","Former employee, more than 3 years","Gurgaon, Haryana","5 days work a week","yes boss culture , slow growth, favouritism etc","Show more"
"5.0","28 Jul 2021","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50371268.htm","Team leader","Former employee, more than 5 years","Bengaluru","","",""
"4.0","22 Dec 2021","Fairly good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57015699.htm","Assistant manager","Current employee, more than 5 years","Gurgaon, Haryana","","",""
"5.0","12 Jan 2022","Good experiences i  have of stand with this organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57814747.htm","Anonymous employee","Former employee, more than 3 years","New Delhi","","",""
"5.0","12 Apr 2020","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW32700049.htm","Sales team leader","Current employee","Thiruvananthapuram","I am proud to  work withbsbi card secter","Good, safe, easy to use, online service, low interest, gold emi...","Show more"
"4.0","3 Dec 2020","Good to Go","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW39054628.htm","Asm (area sales manager)","Former employee","New Delhi","","",""
"2.0","10 Jan 2021","Sales analytics team","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW40366170.htm","Assistant manager","Current employee, more than 1 year","Gurgaon, Haryana","Job Security
Job Security
Job Security
Job Security
Job Security
Job Security
Job Security
Job Security
Job Security","Management
team 
everything
Work Life Balance
Growth
poor process
very bad environment","Show more"
"5.0","27 May 2021","It's a very good company","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW47536858.htm","Relationship executive","Current employee, less than 1 year","Lucknow","Its help me to enhance my skills and productivity","There is no cons in this job","Show more"
"3.0","3 Jul 2021","Good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW49259653.htm","Marketing executive","Current employee","Indore","Brand name help to achieve targets","high work pressure, targets are too high","Show more"
"4.0","21 Jul 2021","Awesome","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW50079746.htm","Manager","Current temporary employee","Hubli","","",""
"4.0","17 Sept 2021","Verification lead and hindeling team","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW52692383.htm","Customer service","Current employee, more than 1 year","Gurgaon, Haryana","Credit cards sale over the call","All over it was all right","Show more"
"4.0","29 Dec 2021","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW57201137.htm","Assistant manager","Current employee, more than 1 year","Bengaluru","","",""
"3.0","20 Aug 2017","Good Business Knowledge opportunity but high politics","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW16439927.htm","Anonymous employee","Former employee","","","",""
"4.0","23 Jun 2019","I have worked for less than a year","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW27557372.htm","Branch relationship executive","Former employee, less than 1 year","Calcutta","","",""
"3.0","4 Mar 2020","Branch employees are very nice and supportive but too much pressure","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW32199405.htm","Branch relationship executive","Former employee, less than 1 year","Howrah","","",""
"3.0","25 Mar 2020","Avp hr","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW32490881.htm","Assistant vice president","Current employee, more than 1 year","Gurgaon, Haryana","","",""
"5.0","25 Jul 2020","My job","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW34433316.htm","Mis executive","Current employee","Chandigarh","Good environment to work and very nice people and the boss","Salary is low as pr work","Show more"
"5.0","7 Sept 2020","Financial Analysis Intern","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW35686109.htm","Financial analysis intern","Former intern, less than 1 year","Gurgaon, Haryana","","",""
"2.0","5 Jan 2021","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-SBI-Card-RVW40117734.htm","Risk & compliance analyst","Current employee","Chennai","Company is ok but very worst management","Very worst management and hr","Show more"
