review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
2.0,18 Mar 2024,Working at BPCL,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW85430056.htm,Asm (area sales manager),"Current employee, more than 1 year",,,,Coimbatore,"Good pay and benefits, job involves extensive travel.",Location will be tier 2/3/4 towns
4.0,11 Mar 2024,Nice company for internship,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW85208210.htm,Internship,"Current intern, less than 1 year",Legit and renowned for internship,I don't like behaviour of workers and staff,Show more,"Bīna, Madhya Pradesh",,
5.0,14 Mar 2024,Best company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW85353153.htm,Internship,"Former intern, less than 1 year",Good work culture & supportive peer,Getting a lot of privileges,Show more,Mumbai,,
4.0,7 Mar 2024,Great Place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW85111009.htm,Manager finance,"Former employee, more than 5 years",,,,Mumbai,"Great benefits, can have work life balance",Can stagnate after some time in terms of growth
5.0,14 Mar 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW85353270.htm,None given to me,Current intern,,,,,Good company with best canteen,Chairs were old and no PC
3.0,4 Feb 2024,Good Company if you have the right mindset,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW84041830.htm,Assistant manager,"Former employee, more than 3 years","Great Job Safety, Stable job, Good Salary","Increments low, Promotions are very slow, Biased, Senior Management is inefficient and extremely hierarchical. You have to call seniors with respect",Show more,Mumbai,,
4.0,5 Mar 2024,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW85019447.htm,Assistant manager,"Current employee, more than 8 years",,,,"Bīna, Madhya Pradesh",Good facality and work culture.,Less growth and less salary
1.0,22 Mar 2024,Worst profile and company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW85610595.htm,Area manager,"Current employee, more than 5 years",Have got nothing to mention,Working hours is almost 15-16 hours everyday. On Sundays it's 8 hours,Show more,Mumbai,,
4.0,14 Feb 2024,Benefits,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW84390177.htm,Ops manager,Former employee,,,,"Shāhjahānpur, Uttar Pradesh",Well paid with lot of perks,"Zero work life balance , No fixed timings"
3.0,11 Feb 2024,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW84272735.htm,Area manager,"Current employee, more than 8 years",,,,Hubli,"Health Cover, salary , leave policy","Travel, phone calls , no leave, culture , promotion"
3.0,20 Dec 2023,Okayish place to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82755682.htm,Assistant manager,"Former employee, more than 5 years","Good salary to begin with , Low requirement to think out of the box, Guaranteed Performance Bonus","Boring work, office politics, bad locations, inconsiderate HR policies, long office hours for meaningless works",Show more,Sahāranpur,,
3.0,9 Feb 2024,HR policies are not transparent,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW84226130.htm,"Sr. manager, operations","Current employee, more than 10 years",,,,Mumbai,Good perks and other medical benefits,HR policies are not transparent
3.0,27 Jan 2024,Incharge Operations,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83787994.htm,Manager,"Current employee, more than 10 years","Responsibility high, opportunity to learn.",working hours normally extends beyond 6pm,Show more,Bengaluru,,
5.0,2 Feb 2024,Good culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW84012743.htm,Officer,"Former employee, more than 1 year",,,,Mumbai,Good culture and learning atmosphere,Nothing as such as all good
4.0,16 Jan 2024,Good place to begine your career with.,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83422474.htm,Graduate apprentice trainee,"Current intern, less than 1 year","Good work life balance, cool environment, supportive seniors",Less number of leaves and holidays,Show more,Lucknow,,
4.0,26 Jan 2024,Good Maharatna Company to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83749150.htm,Assistant manager,"Current employee, more than 5 years",High salary paying job with other allowances,"No work life balance
rotating shift working
Poor manpower management",Show more,Cochin,,
5.0,26 Jan 2024,good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83762595.htm,Full stack web developer,Former employee,,,,,good place to work and start career,"time punctual , work oriented , office needs renovation"
4.0,27 Jan 2024,Typical PSU culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83790250.htm,Process engineer,"Former employee, more than 8 years",,,,Mumbai,Salary is good at BPCL.,A three-shift schedule is hectic.
5.0,6 Jan 2024,Good start for graduate engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83102245.htm,Graduate apprentice trainee,Former contractor,"Great field experience with experts 
Technical training with theoretical knowledge","Not enough units designated.
Trainee had to stay in designated plant whole time",Show more,Mumbai,,
5.0,19 Jan 2024,Best in Industry,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83516342.htm,Technician apprentice,"Former contractor, more than 1 year",,,,"Nāgpur, Maharashtra",Too much to learn as a diploma apprentice,Nothing special except shift timming...
5.0,21 Jan 2024,Bestttt,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83568541.htm,Diploma apprentice trainee,"Current intern, less than 1 year",Very nice and systematic work policy.,Barely any cons there are.,Show more,Bhubaneshwar,,
3.0,4 Jan 2024,good company run by bad people,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83032824.htm,Territory manager,Current employee,"policy is good 
compensation is better 
benifits are best","people driven 
mostly state specific politics 
always fight between south indians and Bihar",Show more,Bengaluru,,
4.0,9 Jan 2024,Excellent,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83181168.htm,Gat(graduate apprenticeship trainee),"Current employee, less than 1 year",,,,Bangalore Rural,Provide proper information about the product which are been handled.,I did not feel any type of problem during my training period
5.0,18 Jan 2024,Good,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83515420.htm,Graduate engineer trainee (get),"Current contractor, more than 1 year",Vacancy though joining cv selection and,"Good work culture
Learning grow
Growth
Good opportunity
Oil and gas",Show more,Sidhpur,,
3.0,10 Jan 2024,Good pay. Bad work culture,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW83253327.htm,Manager,"Current employee, more than 10 years","Good salary
Job security
Medical Benefits","High work related stress
Long working hours",Show more,Cochin,,
4.0,29 Dec 2023,Lacks transparency,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82914810.htm,Senior manager,"Current employee, more than 10 years","Job stability, good pay and allowances","Transfer postings, lack of transparency in PMS, traditional and hierarchical work culture and micro-management.",Show more,Mumbai,,
1.0,20 Nov 2023,Not a good company for hard working people who wants to grow. Compamy is stuck in bureaucracy,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW81946802.htm,Assistant manager - finance & accounts,Current employee,They take care of Medical expense,"1. Bad workculture
2. Bureaucracy
3. Everybody focus on what boss say, nobody cares about company
4. People try to shift their work on others.
5. If somebody is working all work will be given to that person, if somebody is not working nothing will be given to him.
6. Work is not allocated on the basis of competency.
7. Favouritism is there.",Show more,Mumbai,,
5.0,2 Jan 2024,Caring Workplace,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82980931.htm,Assistant manager,"Former employee, more than 3 years",,,,"Āgra, Uttar Pradesh",Good Diversity of work at BPCL,The higher management is incompetent
3.0,18 Dec 2023,I never suggest this company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82685471.htm,Sr. operator,Current employee,"Salary is ok
Neat working space","No work life balance
No any appreciation 
No wage increment
Deducting huge amount as perks",Show more,,,
5.0,15 Dec 2023,BPCL  graduate apprentice,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82642266.htm,Graduate apprentice trainee,"Former employee, more than 1 year","Good work life
Good pay
Flexible timing","Less pay
Not innovative work
Less learning opportunities",Show more,Mathura Nagar,,
4.0,25 Dec 2023,Manager,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82839031.htm,Manager,"Former employee, more than 10 years",,,,New Delhi,"versatile roles, digital transformations, sustainability focus","slow growth and progression, lack of work life balance"
4.0,23 Dec 2023,Bpcl,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82814669.htm,Senior manager,Former employee,,,,Mumbai,Good company to work for as a fresher,Internal politics play a vital role in progression
5.0,17 Dec 2023,Maintenance Enginner,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82660718.htm,Assistant manager,"Current employee, more than 5 years",,,,Cochin,Good organization to start your career,Not much Cons for the Company
2.0,5 Dec 2023,Bharat Petroleum,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82361283.htm,Assistant manager,"Current employee, more than 5 years","Salary and Benefits
Medical Benefits","Work Life Balance
Hectic Schedule",Show more,"Alīgarh, Uttar Pradesh",,
4.0,8 Dec 2023,Interview experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82443578.htm,Management trainee,Former employee,,,,Mumbai,Great company and a good PSU,"stress , workload, unstable location, low starting salary"
4.0,12 Nov 2023,Excellent,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW81756756.htm,Dgm technical,Former employee,Good profit making company Excellent growing organization,Less of innovation Less of development attached to career.,Show more,,,
4.0,1 Dec 2023,New Experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82251550.htm,Graduate engineer trainee,Former employee,"Good Work Environment.
Personal and Professional Growth.","Night shift.
May get frequent Relocate.
No any",Show more,,,
4.0,11 Nov 2023,Fulfilling learning experience,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW81735936.htm,Summer intern,Current intern,,,,Navi Mumbai,Great Experience and Great Mentorship Good Quality Project Work Free lunch,Unpaid Work environment in the plants and shop floors is still male dominated
5.0,21 Nov 2023,Good company,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82001577.htm,Instrumentation engineer,"Former contractor, less than 1 year",Good management and awesome team environment,There are no cons . It's an awesome organization,Show more,Cochin,,
4.0,29 Nov 2023,Area Sales Manager,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82171938.htm,Area manager,"Current employee, more than 10 years",,,,Calcutta,Positive Mindset of the people,Transfers with no/less involvement of employees
5.0,21 Nov 2023,Great,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82005209.htm,Analyst,"Current employee, more than 3 years",,,,Mumbai,Nice place to work and great working hours,Things take time so need to be patient
5.0,22 Nov 2023,Good to work,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW82011623.htm,Summer intern,"Former intern, less than 1 year",,,,Greater Noida,They provide good and fixed working hours,Number of females were less as compared
3.0,18 Nov 2023,Petrochemical engineer,https://www.glassdoor.sg/Reviews/Employee-Review-Bharat-Petroleum-RVW81917349.htm,Engineer,"Former contractor, more than 1 year",,,,Cochin,Great practical exposure to wide range of equipments and process,Lots of politics based on race caste and community.
