"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","24 May 2024","Good Company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87597644.htm","Recruitment partner","Current employee, more than 3 years","","","Hyderābād","Good working culture
Lot of learning program to develop your career","Work-life balance 
Work load
Working on weekends","Show more"
"5.0","24 May 2024","Ocean of knowledge hub and learning new things","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87625204.htm","Deputy manager","Current employee, more than 1 year","Diversity, inclusion, new technology learning","There is no cons to say","Hyderābād","","",""
"5.0","22 May 2024","Great Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87519355.htm","Human resources","Current employee, more than 5 years","","","Hyderābād","Employee Growth policies are best in indutry","There is no cons as such","Show more"
"5.0","30 May 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87799431.htm","Manager","Current employee, more than 1 year","","","Hyderābād","Very good positive work Culture","No problem in any role","Show more"
"4.0","27 Apr 2024","Nice Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86740940.htm","Mechanical project engineer","Current employee, more than 1 year","","","Hyderābād","Good culture, Decent Pay and Good Staff","Work life balance depends on the Manager and location posted. Limited R&D and exposure to incoming Trainees unless you are a YLP.","Show more"
"1.0","13 May 2024","Culture and Leadership","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87247687.htm","Hr leader","Former employee, more than 1 year","","","Hyderābād","Not applicable during my tenure","The Leadership is unable to be honest and help in growth of employees, they want only blame game at the end of the day .Politics and reference are the only basis here.","Show more"
"5.0","26 May 2024","Pros cons","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87649484.htm","Intern","Former employee","good culture starting pt work less","progress job award hierarchy etc","Hyderābād","","",""
"4.0","14 May 2024","Dr Reddy's","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87254596.htm","Medical representative","Current employee, more than 1 year","","","Thāne","Good working culture fixed Saturday Sunday off","Senior are terrible they ask everything to be done by u","Show more"
"4.0","25 May 2024","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87631419.htm","Drl","Current employee","","","","It will be helpful to us","Contact me if u want","Show more"
"4.0","23 May 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87572165.htm","Qc analyst","Current employee","Good company policies and double week off.","Mid level management is worse.","Hyderābād","","",""
"4.0","24 May 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87604492.htm","Subject matter expert","Current employee, more than 8 years","good culture and subsidised food","not much to say about","Hyderābād","","",""
"4.0","23 May 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87594427.htm","Senior executive","Current employee, more than 1 year","","","Srikakulam","Good company, good values, good culture","No refreshing activities, 
Management oriented","Show more"
"5.0","13 May 2024","Very good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87244365.htm","Electrical engineer","Current employee","All good , Culture and core values are too good","No cons as everything is good in this organisation","","","",""
"4.0","15 May 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87329146.htm","Msat associate","Current employee, more than 3 years","Good policies, employee friendly, work life balance","Salary is less, Management decisions is slow, Dynamic project decision","Hyderābād","","",""
"5.0","15 May 2024","Best place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87329080.htm","Scientist","Current employee, more than 5 years","Learning opportunities are better in DRL.","Role movement takes long time in DRL","Hyderābād","","",""
"5.0","2 May 2024","Process Development Scientist","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86910650.htm","Process development scientist","Former employee, more than 1 year","","","Hyderābād","- Learning experience 
- Practical work 
- Cross Functional Interaction","- Heavy hierarchy 
- Possible middle management","Show more"
"4.0","1 May 2024","Very good internship experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86868252.htm","Operations intern","Current intern","Greta learning opportunity, they are willing to take freshers.","The high chance of getting project changed after start of the internship","Hyderābād","","",""
"5.0","6 May 2024","Good for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87006654.htm","Operations","Former contractor, more than 1 year","","","Hyderābād","Best place to work 

great exposure to the freshers","Less opportunities as contract employees","Show more"
"4.0","9 May 2024","Good learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW87141550.htm","Anonymous employee","Current employee","","","Hyderābād","Better processes & Business Intelligence tools","Work pressure
Can use better Microsoft tools","Show more"
"4.0","26 Apr 2024","Good for learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86714483.htm","Data analyst","Current employee, more than 3 years","","","Bachupally","Learning 5/5
Employee friendly policy 5/5
If u r lucky your manager will have your back all the time.","Less increment, hardly 10%.
Very slow work progress","Show more"
"3.0","27 Jul 2023","Good company and bad management","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW78615007.htm","Qc analyst","Current employee, more than 1 year","","","Baddi","Company has good policies for the employees. There are ample internal opportunities for you to switch your job role as well. Company encourages switching your role based on your knowledge. Freshers get good increments.","Management is very poor in terms of managing things. Managers believe in micromanaging. They don't trust their teams. Even though company hr policies provide enough flexibility to its employees like part time work, sabbatical leaves, marriage leaves etc but your manager and your hod will never let you change change shifts with your fellow colleagues. Work culture too is very toxic especially in QC labs. They won't let you take Saturdays off even if you are working 9.5 hours every day. Only managers are allowed to take Saturdays off. They won't let you buy out your notice period ever even if it is clearly mentioned in hr policies that you can instead they ll threat you of not granting experience letter/relieving letter if your leave early.","Show more"
"4.0","28 Apr 2024","Good Places to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86751687.htm","It consultant/project manager","Current contractor, more than 1 year","","","Hyderābād","* Nice work Culture and supporting mechanism for the Growth 
*Emerging Technologies adoption","*Be on Full time employees","Show more"
"3.0","25 Apr 2024","Workwise- Good Experience but the HR interactions have been a nightmare","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86684212.htm","Researcher","Former contractor, less than 1 year","Work- Life Balance, Design Centric Organization","Payment related issues, invoices aren't cleared on time!","Mumbai","","",""
"3.0","26 Apr 2024","Great for fresh start","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86717830.htm","Process optimization specialist","Former employee, more than 1 year","","","Hyderābād","Lots to learn, good growth","Poor work-life balance and flexibility
Work culture has to be better","Show more"
"3.0","3 May 2024","Dr.Reddy’s experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86933329.htm","Medical advisor","Former employee, more than 1 year","Work life balance is good","No growth in the job","Hyderābād","","",""
"5.0","15 Apr 2024","Friendly environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86322466.htm","Post doctoral fellow","Former employee, more than 3 years","","","Hyderābād","Friendly environment, huge campus, supportive seniors, good amenities","Relatively low salary, nothing more.","Show more"
"3.0","19 Apr 2024","Good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86491585.htm","Team member","Current employee, more than 1 year","","","Visakhapatnam","Learning new skills, role movements","Shift culture, working for extra hours","Show more"
"4.0","17 Apr 2024","Great place to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86415759.htm","Anonymous employee","Former employee, more than 3 years","Management is supportive and pro towards learning. Great place to experiment","Vertical growth is limited due to learn structure","","","",""
"4.0","23 Apr 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86601182.htm","Process engineer","Current employee","it been good here in visag","work in industry is slow moving as it is regulated","","","",""
"4.0","25 Apr 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86692412.htm","Account manager","Current employee, more than 1 year","Experience staff with good knowledge","Nothing cons to describe about company","Hyderābād","","",""
"1.0","4 May 2024","Finance Department","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86969218.htm","Finance associate","Current employee, more than 1 year","","","Bachupally","*Only company brand is good","* Worst culture in finance Costing department 
*No work life balance
*Especially in costing team Manager is not at all good with very unprofessional behaviour towards team and will show partiality","Show more"
"2.0","12 Apr 2024","Toxic environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86255982.htm","Team lead","Current employee, more than 5 years","","","Hyderābād","Best employee policies for women employee","Low salary, baised and toxic environment","Show more"
"4.0","21 Apr 2024","A positive business outlook","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86528559.htm","Finance manager","Current employee","Good knowledge and immersion of global exposure","Not so open culture workplace","","","",""
"5.0","10 Apr 2024","Company's Area of R&D","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86201073.htm","Senior associate director","Current employee, more than 1 year","","","Hyderābād","Working in generics, differentiated products, complex generics, biosimilars and NCEs","Need to focus on Biosimilar Approvals in US, EU","Show more"
"5.0","18 Apr 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86441740.htm","Anonymous intern","Current intern, less than 1 year","to gain experience in the medical field","Good but working hours is more","","","",""
"4.0","17 Apr 2024","DRL review","https://www.glassdoor.co.in/Reviews/Employee-Review-Dr-Reddy-s-RVW86399528.htm","Analytical lead","Current employee, more than 5 years","Culture, learning, quality, work-life balance","Salary, promotions, middle management & complex system","Hyderābād","","",""
